word	count	occurrence
danish	6	6
accepting	6	6
writer	6	5
pan-fried	6	6
0.5	6	6
format	6	6
suffering	6	6
transactions	6	6
deviate	6	6
crinkly	6	5
tri	6	5
celiac	6	6
{	6	6
deceptive	6	6
sourcing	6	6
segment	6	6
oreos	6	6
briny	6	6
disappointingly	6	6
kibis	6	4
packer	6	5
disgruntled	6	6
trumps	6	6
oakland	6	6
toasting	6	6
runway	6	5
ve	6	5
if/when	6	6
citrusy	6	4
daylight	6	6
screamed	6	6
kooky	6	6
apollo	6	5
whiskeys	6	6
defend	6	4
cher	6	4
horn	6	6
alligator	6	6
motivate	6	5
verify	6	5
mgmt	6	6
profusely	6	6
7.95	6	4
lifted	6	6
remorse	6	6
daunting	6	6
thoughtfully	6	6
wannabe	6	5
bran	6	6
oblivious	6	6
headlights	6	4
lashes	6	3
eyeing	6	5
constructive	6	6
blandest	6	6
forgetful	6	6
winery	6	6
topper	6	6
absolutly	6	6
rhythm	6	5
division	6	6
cargo	6	6
xl	6	6
stevens	6	3
wed.	6	6
crisped	6	6
liberal	6	6
jerky	6	6
rubs	6	6
mirrored	6	6
giuseppe	6	4
sr.	6	6
sadness	6	6
screwdriver	6	4
circuit	6	6
selective	6	6
mysterious	6	6
offended	6	5
hand-made	6	6
dragonfly	6	6
species	6	4
crafty	6	5
20-something	6	6
norma	6	3
molten	6	5
alteration	6	5
collected	6	6
meineke	6	2
kidney	6	6
cosmo	6	6
yogurts	6	6
alexander	6	6
precisely	6	6
libre	6	5
presentations	6	6
yah	6	5
.until	6	6
gastropub	6	6
weeknights	6	6
bundle	6	6
tailoring	6	4
goodcents	6	4
exploding	6	6
sorbets	6	5
rests	6	6
ok..	6	6
grandkids	6	5
frenzy	6	6
qualm	6	6
becky	6	5
recieved	6	6
plantation	6	5
bldg	6	3
popsicles	6	3
dwell	6	6
mina	6	4
principle	6	6
representing	6	6
conduct	6	6
//www.yelp.com/biz_photos/rnr-scottsdale	6	1
decides	6	4
fascinating	6	6
subject	6	6
kia	6	2
versed	6	6
verses	6	5
destroy	6	6
inspected	6	6
johnson	6	6
tecate	6	4
sideways	6	6
xmas	6	6
suspended	6	5
seamus	6	6
digest	6	6
ongoing	6	6
parmigiano	6	4
resturants	6	6
crafting	6	6
sunk	6	6
bucco	6	5
component	6	6
cluttered	6	6
abandon	6	6
bloated	6	6
mercury	6	6
spiciest	6	6
180	6	6
assumption	6	6
drapes	6	5
pars	6	3
spumoni	6	5
distributed	6	6
theft	6	6
silk	6	6
caked	6	6
vans	6	5
unloading	6	6
verbally	6	6
parting	6	6
pounded	6	6
brushing	6	6
sewage	6	6
paddle	6	4
arlecchino	6	4
festivals	6	6
faygo	6	1
greated	6	6
scoot	6	6
co-pay	6	5
awaits	6	6
gimlet	6	4
virtual	6	4
aesthetically	6	6
in-between	6	4
poison	6	6
complexity	6	6
entrances	6	5
compelling	6	6
appeals	6	6
caloric	6	6
predominantly	6	6
complexes	6	6
announce	6	6
drugs	6	6
swaddee	6	5
suburb	6	6
hunk	6	6
successfully	6	6
proudly	6	6
majerle	6	5
transform	6	5
shined	6	6
bacteria	6	5
geeks	6	5
cardinal	6	6
parmesean	6	5
specify	6	6
oats	6	6
landis	6	4
homegoods	6	3
travelzoo	6	4
6+	6	6
substandard	6	6
_	6	5
narrowing	6	6
8oz	6	5
multitude	6	6
sprayed	6	6
pumpernickel	6	6
roomie	6	6
glam	6	6
debacle	6	6
kahlua	6	6
pablo	6	5
recovered	6	6
insulted	6	6
suspicious	6	6
freshener	6	5
mixers	6	6
cds	6	3
metta	6	1
#NAME?	6	5
cheer	6	6
contractor	6	6
complains	6	6
seller	6	5
vice	6	6
resistance	6	6
dramatically	6	6
artery	6	6
lightest	6	6
sophistication	6	6
calvin	6	6
8-	6	6
88	6	6
supports	6	6
pharmacist	6	4
cracking	6	6
swift	6	6
grazie	6	5
stab	6	6
mailed	6	5
tactics	6	6
volumes	6	6
dehydrated	6	6
pulse	6	4
specialist	6	6
interrupting	6	6
drying	6	6
headquarters	6	5
dreamed	6	6
acme	6	3
chaka	6	1
macbook	6	2
drunks	6	6
incomplete	6	6
bonnie	6	4
chiladas	6	6
stamps	6	5
pity	6	6
juicing	6	5
grinders	6	3
okay..	6	6
timo	6	3
bfast	6	5
bi	6	6
concentrate	6	6
marbled	6	6
poking	6	6
explored	6	6
smarter	6	6
maintaining	6	6
woah	6	6
beatles	6	6
prima	6	6
spark	6	6
diamondback	6	6
summed	6	6
stationary	6	6
auditorium	6	5
12.5	6	6
tote	6	6
ddd	6	6
strand	6	6
tonite	6	4
contender	6	6
stickiness	6	6
flavours	6	6
knacks	6	6
backing	6	6
gnudi	6	2
pimento	6	6
irked	6	6
recreate	6	6
texted	6	6
bent	6	6
turnoff	6	6
purposes	6	6
wares	6	6
tempt	6	6
sloppily	6	5
allure	6	5
assholes	6	6
day-old	6	6
weary	6	6
yuppie	6	6
glaring	6	5
sambar	6	2
lobbys	6	5
simultaneously	6	6
overrun	6	6
lindsay	6	4
amazement	6	6
tataki	6	5
3:00	6	6
newspapers	6	6
pilsner	6	5
mtn	6	5
andreoli	6	5
dulce	6	6
switches	6	4
busboy	6	5
perdu	6	2
oolong	6	4
marine	6	4
mulligan	6	4
fascinated	6	6
prettiest	6	6
impromptu	6	6
tones	6	6
cornmeal	6	6
restored	6	6
bussers	6	6
chalked	6	6
gmos	6	1
skagen	6	1
13.99	6	6
celebrities	6	6
mind-blowing	6	6
idk	6	5
saketini	6	6
grams	6	6
stumbling	6	6
hallways	6	6
nites	6	6
galleria	6	3
occupancy	6	5
microphone	6	6
plumber	6	5
employed	6	6
hassles	6	6
maximize	6	6
obstacles	6	4
lured	6	6
shes	6	6
rewarding	6	6
cruel	6	6
chalky	6	6
minuscule	6	6
plunked	6	6
laughs	6	6
deco	6	6
downs	6	6
sparkly	6	6
bacon-wrapped	6	3
lyrics	6	6
bao	6	6
vacuuming	6	6
grows	6	6
novelties	6	6
praises	6	6
limes	6	6
dia	6	6
dis	6	5
canadian	6	6
flw	6	5
hatred	6	5
sarcastic	6	5
outweigh	6	6
proteins	6	6
disconcerting	6	6
hippy	6	5
remake	6	6
marc	6	5
movements	6	6
tentative	6	6
aiming	6	6
phoenicia	6	4
lions	6	5
'meh	6	6
straightforward	6	6
ribbon	6	6
tribute	6	4
buses	6	5
instances	6	6
horizons	6	6
backseat	6	6
ebay	6	6
aircraft	6	4
entre	6	5
run-of-the-mill	6	6
dragging	6	6
armed	6	6
rinse	6	6
joel	6	5
tearing	6	6
tunnel	6	6
//www.yelp.com/biz_photos/lariat-grill-carefree	6	1
disregard	6	6
uninteresting	6	6
mido	6	3
steakburger	6	5
negra	6	6
beau	6	5
monstrosity	6	6
tyler	6	3
angles	6	6
promoter	6	5
rectangular	6	6
injured	6	6
6am	6	6
childrens	6	5
brides	6	4
awarded	6	6
handcrafted	6	6
carolinas	6	4
ritas	6	4
diana	6	6
diane	6	4
aji	6	6
ajo	6	6
sandwhiches	6	5
piazza	6	5
f'n	6	4
sporadic	6	6
wait-staff	6	6
comical	6	6
steadily	6	6
dank	6	6
stinkin	6	3
ernesto	6	1
graduated	6	6
valle	6	6
endorsement	6	6
banker	6	5
haggle	6	5
pierogi	6	3
dreaded	6	6
encourages	6	5
optometrist	6	4
gimmicky	6	6
telephone	6	5
caliente	6	5
flakey	6	6
captured	6	6
correcting	6	6
douchebag	6	6
slick	6	6
baffled	6	6
optical	6	6
teakwoods	6	3
fax	6	6
ranting	6	6
shits	6	6
tapioca	6	6
sunscreen	6	5
urinals	6	4
half-dozen	6	6
disabled	6	3
script	6	5
exploded	6	6
dana	6	5
buff	6	6
distinctive	6	6
consecutive	6	6
lengths	6	6
ticking	6	6
apathetic	6	6
5-stars	6	6
spicey	6	6
shovel	6	6
shoved	6	6
posing	6	6
tar	6	5
guru	6	6
tran	6	4
trap	6	6
waitperson	6	5
sacrifice	6	6
dumpster	6	6
destinations	6	6
bosnian	6	4
debate	6	6
ebi	6	5
premise	6	6
herberger	6	5
phyllo	6	6
elliot	6	5
115	6	6
empire	6	6
mozz	6	6
booo	6	6
long-time	6	6
medications	6	5
originality	5	5
errors	5	3
reggae	5	4
welcomes	5	5
~the	5	2
10-Jul	5	5
boarded	5	5
minuses	5	5
#NAME?	5	5
massaging	5	5
hai	5	3
plucked	5	4
completly	5	5
.did	5	5
bandito	5	5
crates	5	3
macho	5	3
oversight	5	5
mintues	5	5
fueled	5	5
ons	5	5
justified	5	5
busting	5	5
wires	5	3
nothin	5	5
cavity	5	4
rags	5	4
7-Apr	5	5
paso	5	5
attendance	5	5
bogo	5	5
hugo	5	2
dismissed	5	5
funday	5	5
carls	5	4
swipe	5	5
saint	5	4
graffiti	5	5
tanked	5	5
untouched	5	5
admire	5	5
detract	5	5
wives	5	5
spine	5	4
spins	5	5
chirping	5	5
erick	5	4
oblige	5	5
ensenada	5	4
uploaded	5	5
harassing	5	4
headline	5	3
iain	5	5
hormones	5	5
unoriginal	5	5
gallons	5	5
interests	5	5
enforcement	5	5
rainbows	5	4
hiro	5	5
raceway	5	3
toner	5	3
souvenir	5	5
audit	5	3
patterns	5	4
cheese-steak	5	3
lumpia	5	5
shrunk	5	5
deadly	5	5
illusion	5	5
protection	5	5
plot	5	3
comcast	5	1
err	5	5
1999	5	5
1998	5	5
skipping	5	5
considers	5	5
electra	5	1
reaches	5	4
family-style	5	5
flyers	5	5
slew	5	5
intestine	5	3
po'boy	5	3
grave	5	5
consumers	5	5
spuds	5	5
haunted	5	5
emo	5	5
gimaldi	5	1
disappears	5	5
dolce	5	5
overjoyed	5	4
needles	5	5
prayer	5	5
valets	5	5
bombaros	5	2
dousing	5	5
handyman	5	4
porkwich	5	5
trans	5	5
chia	5	5
10-Jun	5	5
earplugs	5	5
a.k.a	5	5
challenges	5	5
diagnostic	5	5
nova	5	5
fi	5	5
freebie	5	5
hammock	5	4
suspected	5	5
figurines	5	3
reeses	5	3
ama	5	4
sixty	5	3
60s	5	5
moonlight	5	5
corey	5	3
overseas	5	5
ceaser	5	4
religious	5	4
calimari	5	5
danielle	5	5
metrocenter	5	5
chuckle	5	4
pollack	5	5
unlucky	5	5
surpasses	5	5
criticize	5	5
diets	5	5
charities	5	5
absence	5	5
fairy	5	5
tfk	5	2
charlotte	5	5
elmers	5	3
food/drink	5	5
locale	5	5
guido	5	1
dearly	5	5
4peaks	5	3
wiener	5	3
eerily	5	5
enforce	5	5
palettes	5	5
averages	5	5
carnivores	5	5
tuscon	5	5
jill	5	5
craziest	5	5
submitted	5	5
indy	5	5
unfinished	5	5
one-stop	5	5
dominicks	5	4
immense	5	5
modestly	5	5
steals	5	5
oak	5	3
bottoms	5	5
payments	5	5
autostrada	5	4
simonmed	5	3
rumbi	5	3
rumba	5	3
functions	5	5
stat	5	5
fois	5	3
amp	5	2
recycle	5	5
sway	5	5
no..	5	4
mel	5	4
oozed	5	5
"10,000"	5	5
calmly	5	5
waaaaay	5	5
zealand	5	4
masubi	5	2
karsh	5	3
unicorn	5	5
reese	5	5
shuttles	5	4
3+	5	5
whisked	5	5
jacked	5	5
encrusted	5	5
comping	5	5
bow	5	5
meritage	5	4
marzano	5	4
teller	5	5
saleslady	5	3
afghani	5	4
mini-golf	5	3
gaudy	5	5
moons	5	5
bitters	5	2
sear	5	5
sweatshirt	5	3
pepe	5	4
saganaki	5	4
pissing	5	5
buttercream	5	5
footing	5	5
sopapilla	5	4
founded	5	5
well-maintained	5	5
commute	5	5
immanuel	5	1
bestie	5	5
stupor	5	5
spotlight	5	3
misery	5	4
plastered	5	5
brady	5	2
drinks-	5	5
godfather	5	4
chars	5	3
mammoth	5	5
galbi	5	4
recycled	5	5
suede	5	5
gypsy	5	5
resisted	5	5
add-ons	5	4
cub	5	5
interacted	5	5
consulted	5	5
implies	5	5
presenting	5	5
drive-in	5	5
safer	5	4
oktoberfest	5	5
mondrian	5	2
rices	5	5
grenache	5	4
sexual	5	4
9-Aug	5	5
braces	5	5
fixes	5	5
taiwanese	5	5
rims	5	5
difficulties	5	4
pretension	5	5
artarama	5	1
flashlight	5	5
gmo	5	4
wickenburg	5	4
cushy	5	5
tsoynami	5	5
salvage	5	5
sarcasm	5	5
confirming	5	5
incapable	5	5
promotions	5	5
area..	5	5
ultrastar	5	4
hands-down	5	5
nike	5	5
leagues	5	5
burns	5	5
khaki	5	5
obscene	5	5
bats	5	5
creamery	5	5
chucks	5	5
tougher	5	5
goer	5	5
digesting	5	5
eagle	5	5
turd	5	5
cheerfully	5	5
resembling	5	5
joya	5	3
eat-in	5	3
cask	5	5
relies	5	5
inability	5	5
donations	5	5
pooch	5	4
wholesale	5	4
10oz	5	5
ingrediants	5	5
sux	5	5
christian	5	5
sponsors	5	4
drier	5	4
.like	5	4
bouche	5	5
dairy-free	5	5
saucer	5	4
youthful	5	5
stench	5	5
back-	5	5
alien	5	5
mainstream	5	5
remade	5	5
wrestling	5	5
judy	5	4
pretentiousness	5	5
duct	5	5
corbins	5	2
vaccinations	5	5
articles	5	5
sufficed	5	5
up-scale	5	5
potty	5	5
well-organized	5	5
astounded	5	5
atypical	5	4
artfully	5	5
agrees	5	5
nearer	5	5
rooster	5	4
lightweight	5	5
conceived	5	5
throngs	5	5
hazelnuts	5	5
banging	5	4
carrier	5	5
wilderness	5	4
ornate	5	5
fritter	5	5
increasing	5	5
famed	5	5
that..	5	5
christown	5	5
garment	5	3
pissy	5	5
waive	5	5
smg	5	3
mopped	5	5
iruna	5	3
lego	5	2
touting	5	5
predictably	5	4
eagerly	5	5
susie	5	4
doin	5	4
departing	5	5
foolishly	5	4
evolving	5	5
letdown	5	5
family-friendly	5	4
attendees	5	5
#NAME?	5	5
icon	5	5
panels	5	4
over-easy	5	5
educate	5	4
assertive	5	5
.ok	5	5
snaps	5	3
olliecake	5	2
intensely	5	5
potter	5	5
tastey	5	5
babaloo	5	2
cursing	5	5
jovial	5	5
jets	5	5
teddy	5	5
harris	5	3
yearly	5	5
clap	5	3
owner/manager	5	5
sprung	5	5
curling	5	5
freaken	5	5
6:45	5	5
wafer	5	5
ab	5	4
ar	5	3
herby	5	5
instincts	5	5
reasoning	5	5
splashing	5	5
habenero	5	5
11	5	4
allergens	5	3
4:00	5	5
disliked	5	5
pant	5	3
clockwork	5	5
imaging	5	2
thereafter	5	5
deflated	5	4
indicator	5	5
overwhelm	5	5
owed	5	5
tobacco	5	4
regretting	5	5
b+	5	5
sheesh	5	5
stables	5	1
vinagrette	5	5
santo	5	3
side-	5	5
walker	5	5
cody	5	3
headaches	5	5
categories	5	5
esthetician	5	5
nice..	5	5
3:00pm	5	5
dozo	5	4
planted	5	5
streamlined	5	5
gondola	5	4
lust	5	5
robotic	5	5
though..	5	5
raging	5	4
forgiven	5	5
finale	5	4
gained	5	5
seedy	5	5
funnel	5	5
lunchmeat	5	4
mid-day	5	5
air-conditioned	5	5
flock	5	5
forty	5	5
manned	5	5
accounted	5	5
.she	5	5
tainted	5	5
cop	5	5
abrupt	5	5
*i	5	4
kirklands	5	3
flooring	5	5
passive	5	4
phenominal	5	5
pineapples	5	5
fuchsia	5	1
moly	5	5
unwilling	5	5
toothpick	5	5
lenscrafters	5	3
revolution	5	4
repetitive	5	5
clumps	5	5
10.99	5	4
offend	5	5
streaks	5	4
es	5	5
waxy	5	5
prom	5	4
impossibly	5	4
striking	5	5
comprised	5	5
callous	5	4
vincitorio	5	3
correction	5	5
objective	5	3
flawlessly	5	5
proportion	5	5
suspects	5	5
frown	5	5
zuchinni	5	5
.its	5	5
comics	5	5
loops	5	5
dinnertime	5	5
opting	5	5
stirfry	5	5
nino	5	3
yeast	5	5
seperately	5	5
bready	5	5
finer	5	5
easley	5	4
timeline	5	5
v.	5	5
cowgirl	5	5
kinsey	5	2
completion	5	5
adored	5	5
utmost	5	5
hegel	5	1
password	5	5
civilization	5	5
processing	5	5
rue	5	5
forgo	5	5
kickboxing	5	5
downing	5	5
chinos	5	3
tosca	5	2
lemoncello	5	5
vodkas	5	5
examining	5	5
drawer	5	5
poetry	5	4
bathing	5	5
koreans	5	5
sandy	5	5
fathom	5	5
bandeja	5	4
diminished	5	5
4-Feb	5	5
bev	5	4
goodie	5	5
businessman	5	5
parker	5	5
parlors	5	5
out-of-towners	5	5
snicker	5	5
cheapskate	5	5
tablespoons	5	5
shochu	5	5
softest	5	5
taters	5	5
fronts	5	5
mamas	5	4
bussed	5	5
handlebar	5	5
typo	5	3
ramon	5	4
3.95	5	5
inferno	5	5
upholstery	5	4
replenished	5	5
veterinarians	5	5
iv	5	5
nevermind	5	5
moscato	5	4
dutton	5	1
intellectual	5	5
temper	5	4
venison	5	5
tums	5	5
heres	5	5
savior	5	5
scalloped	5	5
distinctly	5	5
texan	5	4
amigos	5	5
listings	5	5
nuff	5	5
helpings	5	5
orgy	5	5
savoring	5	5
nouveau	5	4
graveyard	5	4
disconnected	5	5
nomenclature	5	4
sami	5	3
wifes	5	5
sci-fi	5	5
tease	5	5
bevy	5	5
titled	5	5
drench	5	5
des	5	5
pau	5	4
comedor	5	3
suprise	5	5
token	5	5
also-	5	5
pigeon	5	3
golly	5	5
lotions	5	5
paths	5	4
kiddies	5	5
smashfries	5	3
ka	5	5
kitchy	5	5
gills	5	5
courage	5	5
drawings	5	4
openness	5	4
bookstores	5	4
desks	5	5
12:45	5	5
cafepino	5	2
good-sized	5	5
samplings	5	3
7.25	5	5
groovy	5	5
fisher	5	4
fluids	5	5
knight	5	5
homegrown	5	5
liqueur	5	5
winners	5	5
specifications	5	5
ignite	5	4
lm	5	2
criminal	5	4
muddle	5	5
wholly	5	4
90-minute	5	3
colada	5	5
planks	5	5
non-greasy	5	4
9-Jul	5	4
respected	5	5
overshadowed	5	5
restuarant	5	5
dakota	5	5
1988	5	5
bakes	5	5
pilaf	5	5
growling	5	5
leaders	5	3
estimates	5	5
tellers	5	4
spout	5	5
tacked	5	5
fade	5	4
poncho	5	5
soft-serve	5	3
sumit	5	1
unsanitary	5	5
peers	5	5
soupy	5	5
protect	5	5
viruses	5	2
sochu	5	5
bladder	5	5
decanter	5	4
campbell	5	5
turquoise	5	5
displeasure	5	5
cory	5	4
procrastinator	5	4
nodded	5	5
appetit	5	5
reconsider	5	5
dublin	5	5
dee	5	4
parma	5	5
tequilas	5	4
medizona	5	4
glancing	5	5
budweiser	5	5
disinterested	5	5
hug	5	5
ann	5	5
homefries	5	5
indulgences	5	5
detect	5	5
good-looking	5	5
robbed	5	5
punches	5	5
atkins	5	4
virginia	5	4
canteen	5	4
ox	5	4
bourguignon	5	3
jug	5	5
cbr	5	1
subbing	5	5
yupha	5	2
carbo	5	5
simpsons	5	4
tikki	5	5
equation	5	5
desperation	5	4
caucasian	5	5
generate	5	5
wonderfulness	5	5
melodi	5	1
carpool	5	5
slapped	5	5
korea	5	5
seiko	5	1
dvds	5	5
streaming	5	5
newsletter	5	5
suffers	5	5
stable	5	5
routinely	5	5
sensation	5	5
lumber	5	2
ships	5	2
richness	5	5
academy	5	5
shallow	5	5
cohen	5	2
meatballz	5	4
hobe	5	3
narrowed	5	5
marilyn	5	2
wlmrt	5	1
replenish	5	5
cutters	5	4
outfitters	5	4
domain	5	3
guitarist	5	4
gelati	5	5
mirage	5	5
slivers	5	5
plunger	5	4
roquefort	5	5
yellowfin	5	5
fanciest	5	5
hairstyles	5	5
piling	5	5
rv	5	4
foundation	5	5
rectified	5	5
willingness	5	5
escalator	5	5
memberships	5	4
sombrero	5	5
carwash	5	4
dots	5	5
strewn	5	5
knocks	5	5
rotates	5	5
elevation	5	4
creep	5	5
't	5	5
'i	5	5
irrigation	5	3
activated	5	5
bicycles	5	5
occurrence	5	5
interstate	5	5
revealed	5	5
golfers	5	5
sh	5	3
twilight	5	5
squared	5	5
definitly	5	4
lovingly	5	5
45min	5	5
throwback	5	5
legged	5	5
yummers	5	5
tt	5	5
maggie	5	2
waved	5	5
0.99	5	5
loooong	5	5
anthem	5	4
targeted	5	5
thou	5	5
thom	5	2
velveeta	5	5
reliably	5	5
awaited	5	5
uk	5	4
cranking	5	5
uniqueness	5	5
transmission	5	5
sienna	5	1
mumbled	5	5
minimalist	5	5
betta	5	2
napoli	5	5
haji	5	4
newbies	5	5
invites	5	5
libations	5	5
bathtub	5	5
va	5	5
emotionally	5	3
marquis	5	1
leashes	5	5
whack	5	4
blasphemy	5	5
decadence	5	5
dungeness	5	4
infusion	5	4
doorman	5	5
fever	5	4
menu..	5	5
shallots	5	5
3oz	5	5
bimbo	5	3
miserably	5	5
ipas	5	5
wh	5	2
aim	5	5
pre-cooked	5	5
redneck	5	4
indigo	5	5
bastards	5	5
wad	5	5
inquiring	5	5
entries	5	5
suckers	5	5
food/service	5	5
topic	5	5
summerwinds	5	2
hurried	5	5
argh	5	5
intruding	5	5
tragic	5	4
nutrition	5	5
delic	5	4
urine	5	5
amanda	5	4
double-double	5	5
monk	5	4
5:00pm	5	5
metalhead	5	4
collective	5	5
ewww	5	5
cleanser	5	5
log	5	5
lou	5	4
podium	5	5
#NAME?	5	4
scorching	5	5
khai	5	4
etouffee	5	5
trusty	5	5
scorched	5	4
sakes	5	5
catcher	5	4
toliet	5	2
secrets	5	5
yukon	5	4
hoan	5	4
hyperbole	5	5
teres	5	2
intuitive	5	5
acidity	5	5
frances	5	4
arrogance	5	5
decore	5	5
chana	5	4
simpler	5	5
perfectionist	5	5
matcha	5	4
700	5	5
counterpart	5	5
allotted	5	5
fibber	5	4
3-Jan	5	5
5-Jan	5	5
inebriated	5	5
inaccurate	5	5
freedom	5	5
relegated	5	5
erin	5	5
persistent	5	5
teaspoon	5	5
dolmades	5	4
108	5	4
drs	5	3
adopting	5	4
kraut	5	5
joann	5	5
minority	5	5
cooperstown	5	3
navy	5	4
guadalupe	5	5
formula	5	5
tzaziki	5	4
totties	5	1
maki	5	5
unseasoned	5	5
tattooed	5	5
reuse	5	5
one-of-a-kind	5	5
cliche	5	5
carving	5	5
coney	5	4
cushioned	5	4
mag	5	4
mao	5	4
scrambling	5	5
deducting	5	5
fettucine	5	5
fettucini	5	5
0.5	5	5
amiable	5	5
secondary	5	5
camping	5	5
kid-friendly	5	5
malted	5	4
diamonds	5	4
dome	5	5
specializing	5	5
omlet	5	4
grid	5	4
creeped	5	5
shelly	5	2
deer	5	5
forbidden	5	5
hideous	5	5
900	5	4
rican	5	3
creamier	5	5
cioppino	5	4
ironed	5	4
imperial	5	5
namesake	5	5
mosh	5	4
giggling	5	5
frisco	5	5
burner	5	5
raj	5	4
obliged	5	5
30s	5	5
ornaments	5	5
cinnamon-y	5	5
30-	5	5
opponent	5	5
cohesive	5	5
prepares	5	5
exuberant	5	4
inconvenienced	5	5
decrease	5	5
privately	5	5
nitpicky	5	4
furnace	5	2
uhhh	5	5
factored	5	4
terrier	5	5
bink	5	4
thrill	5	5
tubing	5	3
scalding	5	4
imaginative	5	5
miu	5	3
stranded	5	5
greece	5	3
wine/beer	5	5
swallow	5	5
basing	5	5
bula	5	4
airpark	5	4
omlettes	5	5
shiitake	5	5
4	5	5
frosted	5	5
marnier	5	5
punishment	5	5
palomar	5	5
vita	5	4
nightcap	5	5
frantically	5	5
wardrobe	5	5
howies	5	4
marcellino	5	2
disgust	5	5
excel	5	5
fragrant	5	5
anaheim	5	5
incarnation	5	5
trini	5	1
addicts	5	5
53	5	5
trustworthy	5	5
miscellaneous	5	5
acrylics	5	4
gravitate	5	5
haricot	5	4
dries	5	5
yogis	5	3
inducing	5	5
piccata	5	4
butterflied	5	3
engineer	5	5
releases	5	5
mindful	5	5
crimini	5	5
hustled	5	5
reveal	5	5
chocked	5	5
nooks	5	5
bricks	5	5
pom	5	4
endeavor	5	5
in-law	5	5
irrelevant	5	5
slippery	5	5
mound	5	5
vowed	5	5
actions	5	5
nissan	5	5
jeez	5	5
cornucopia	5	5
jeep	5	3
kittens	5	5
swirly	5	2
mattered	5	5
homage	5	5
displaying	5	5
libation	5	5
influences	5	5
stash	5	5
dislikes	5	5
7-	5	5
79	5	5
78	5	5
context	5	5
rollers	5	4
lexus	5	5
sprinklers	5	5
//www.yelp.com/biz_photos/the-saguaro-scottsdale-4	5	1
gouge	5	5
files	5	4
x-ray	5	4
insect	5	4
dialed	5	5
trailhead	5	4
scrubs	5	2
clusters	5	4
ratatouille	5	5
89	5	5
83	5	5
o.k	5	5
vacations	5	4
repairing	5	5
plainly	5	5
siam	5	4
snacking	5	4
sweetener	5	5
i.e.	5	5
offending	5	5
recline	5	5
coaches	5	4
twirl	5	2
batteries	5	5
doughnut	5	4
detergent	5	4
campfire	5	5
artifacts	5	5
maloney	5	4
contributed	5	5
cancellation	5	5
midst	5	4
97	5	5
gargantuan	5	5
headboard	5	3
ats	5	5
on-time	5	4
gothic	5	4
soppressata	5	4
klein	5	5
demands	5	5
prison	5	5
jackfruit	5	3
sundried	5	5
statements	5	5
frig	5	5
jana	5	3
flood	5	5
ambitious	5	4
lowdown	5	5
rents	5	5
dividers	5	5
immune	5	5
topnotch	5	5
seventh	5	5
puny	5	2
over-cooked	5	5
glossy	5	5
remarks	5	5
pager	5	4
sals	5	3
slot	5	5
primp	5	4
comb	5	4
almighty	5	5
gimmicks	5	5
hayley	5	3
vague	5	5
breadfruit	5	2
graduate	5	5
.with	5	5
custards	5	5
swiftly	5	5
nasal	5	5
chickpeas	5	5
diluted	5	5
kashman	5	4
leo	5	3
bitchy	5	5
wasteland	5	5
signals	5	5
flannel	5	4
chole	5	3
netflix	5	5
helpfulness	5	5
reimbursed	5	4
scraps	5	5
chillin	5	5
douchey	5	5
popeyes	5	3
gangsta	5	5
produces	5	5
accompanies	5	5
viewed	5	5
toughest	5	5
#NAME?	5	5
trivial	5	5
quickest	5	5
explosive	5	5
involve	5	5
elitist	5	5
caviar	5	5
tina	5	1
rula	5	4
phoned	5	5
toll	5	5
lag	5	5
cornhole	5	4
toledo	5	1
prawn	5	4
purposefully	5	5
ponder	5	5
circled	5	5
phase	5	5
newcomers	5	5
teetering	5	5
chandelier	5	5
explanations	5	5
observed	5	5
caved	5	5
spear	5	4
nit	5	5
huckleberry	5	5
well-priced	5	5
photographer	5	4
evidenced	5	5
theyre	5	5
jalepenos	5	5
shithole	5	5
expresso	5	5
pozole	5	4
chicagoans	5	4
countertop	5	5
lifting	5	5
commercialized	5	4
accomplish	5	5
cassava	5	5
heartburn	5	5
eliminated	5	5
non-traditional	5	5
premier	5	4
cutlets	5	3
crashing	5	5
mom-and-pop	5	5
100th	5	5
donating	5	5
coordinate	5	4
heaps	5	5
waiters/waitresses	5	5
tukee	5	4
assumes	5	5
soulless	5	5
injera	5	5
commenced	5	5
cremini	5	4
fraiche	5	5
biscuts	5	5
microbrews	5	5
impressively	5	5
pizzookie	5	5
familiarity	5	5
savvy	5	5
lobsters	5	5
glassware	5	5
translucent	5	5
pierre	5	5
douse	5	5
reed	5	2
bleacher	5	5
kebobs	5	4
poles	5	4
ramsey	5	5
danger	5	5
tangerine	5	4
karoake	5	4
majorly	5	5
50	5	5
playlist	5	5
durable	5	5
mani-pedi	5	4
unagi	5	5
spandex	5	4
infestation	5	4
tapped	5	5
restore	5	5
martin	5	5
guerrero	5	3
tapes	5	5
m-f	5	5
salivate	5	5
pleasurable	5	5
weakness	5	4
hermosa	5	3
grady	5	4
deserving	5	5
panties	5	5
bai	5	4
ignorance	5	5
confronted	5	4
candidate	5	4
jeweler	5	4
culichi	5	3
chives	5	5
vanessa	5	4
whichever	5	5
vanity	5	5
maitre	5	5
souls	5	5
nectar	5	5
sunup	5	5
proclaiming	5	5
appetites	5	5
rangoons	5	5
accessory	5	5
ridgeback	5	2
ayesha	5	3
upgrading	5	5
cologne	5	5
turtles	5	5
layla	5	2
pac	5	5
ohso	5	5
mos	5	5
railroad	5	3
mod	5	4
