word	tag	count	occurrence
4th	CD	20	20
lo-lo	NNP	20	13
home-made	JJ	20	20
innovative	JJ	20	20
separately	RB	20	20
stumble	JJ	20	20
wal-mart	NN	20	16
bandera	NNP	20	11
strictly	RB	20	20
apologize	VBP	20	20
motor	NN	20	8
locate	VB	20	20
breast	JJ	20	20
espresso	RB	20	20
attached	VBD	20	20
headache	NN	20	19
shabby	RB	20	20
saving	NN	20	20
outta	NN	20	19
cane	NN	20	19
roll	VBP	20	20
sheets	NNS	20	17
east	NN	20	20
resorts	NNS	20	19
knew	VBP	20	20
colleagues	NNS	20	17
lighter	NN	20	20
pricing	VBG	20	20
toast	JJ	20	20
avocado	NNP	20	17
overall	NN	20	20
pricey	RB	20	20
miso	NNP	20	20
didnt	NN	20	20
thrown	VBN	20	20
lowe	NNP	20	13
letter	NN	20	17
overs	NNS	20	20
pepperoni	NNP	20	19
talented	VBN	20	19
forever	NNP	20	15
splash	NN	20	18
raved	VBN	20	20
relleno	NNP	19	16
agent	NN	19	15
technically	RB	19	19
self-serve	JJ	19	19
partial	JJ	19	19
freddy	NNP	19	11
mental	JJ	19	17
dogs	NNP	19	15
within	NNP	19	19
told	NN	19	19
mediterranean	JJ	19	19
lotion	NN	19	16
morning	NNP	19	17
shy	JJ	19	19
rolled	VBN	19	18
shitty	NN	19	18
national	NNP	19	17
problem	VBP	19	19
yolk	NN	19	16
sprouts	NNPS	19	18
visitor	NN	19	19
jose	NNP	19	17
fed	VBN	19	19
cowboy	NN	19	18
print	NN	19	15
macy	NNP	19	17
p.m.	NN	19	16
draw	VB	19	17
buyer	NN	19	18
check	VBD	19	19
lie	VB	19	18
water	JJR	19	19
double	NNP	19	17
pro	NN	19	19
fluke	NN	19	19
technicians	NNS	19	14
knocked	VBD	19	19
mayo	NNP	19	16
barbecue	NNP	19	7
outfit	NN	19	16
cater	VB	19	18
glorious	JJ	19	19
situated	VBN	19	17
carries	VBZ	19	19
wan	VBP	19	19
away	NNP	19	19
imported	VBN	19	19
sprinkles	NNS	19	18
bin	NN	19	19
musical	JJ	19	17
anxious	JJ	19	19
introduce	VB	19	19
beware	NN	19	19
wooden	NN	19	19
melt	NN	19	19
roadhouse	NNP	19	12
attempts	NNS	19	19
moderate	JJ	19	19
silverware	NN	19	18
flying	NN	19	17
malbec	NNP	19	18
solo	NN	19	18
countless	NN	19	18
gang	NN	19	19
eggrolls	NNS	19	16
truth	NN	19	18
messy	NN	19	19
angie	NNP	19	11
clothing	VBG	19	19
goal	NN	19	16
sweat	NN	19	19
fills	VBZ	19	19
strings	NNS	19	18
swordfish	JJ	19	14
sleek	NN	19	18
pints	NNS	19	19
hollywood	NNP	19	18
reached	VBD	19	18
pesto	IN	19	17
accent	NN	19	18
mmmm	NN	19	18
advertising	NN	19	19
tastier	JJR	19	18
mignon	NNP	19	17
basement	NN	19	17
puree	NN	19	17
low	NNP	19	19
lime	NNP	19	16
position	NN	19	19
exploring	VBG	19	19
greeting	NN	19	19
gentlemen	NNS	19	19
inquired	VBD	19	17
contain	VB	19	19
pump	NN	19	15
gripe	VBP	19	18
potatoes	NNP	19	19
difficult	NN	19	19
winning	VBG	19	19
farmer	NNP	19	16
caprese	NN	19	17
chose	NN	19	19
excited	VBD	19	19
hopping	VBG	19	19
wednesdays	NNP	19	17
em	NN	19	17
watches	NNS	19	11
therapist	NN	19	15
basketball	NN	19	19
nfl	NNP	19	16
reuben	NNP	19	17
sofa	NN	19	15
effective	JJ	19	19
garlicky	JJ	19	18
van	NNP	19	16
orleans	NNP	19	18
bday	NN	19	14
song	IN	19	18
herb	NNP	19	14
like	NNP	19	19
6.5	CD	19	19
baskets	NNS	19	15
domino	NNP	19	15
compare	NN	19	19
lead	NN	19	19
carlos	NNP	19	15
horchata	NNP	19	16
channel	NN	19	18
tune	NN	19	18
uses	NNS	19	19
locks	NNS	19	15
triple	NN	19	17
stunning	VBG	19	18
pineapple	NNP	19	18
ultimate	JJ	19	18
purses	NNS	19	19
bourbon	NN	19	16
crisp	VB	19	19
gesture	NN	19	18
apparent	JJ	19	19
piled	VBN	19	19
method	NN	19	18
carry	NN	19	18
additionally	RB	19	17
reminded	VBN	19	19
overbearing	VBG	19	19
consider	NN	19	19
packing	VBG	19	18
wave	NN	19	18
learning	VBG	19	19
cost	NNP	19	14
south	JJ	19	19
guinness	NNP	19	17
garage	NNP	19	10
states	NNS	19	19
discussion	NN	19	18
donuts	NNPS	19	15
sparkling	VBG	19	18
drawn	VBN	19	19
years	NNP	19	14
read	JJ	19	19
noca	NNP	19	9
spirit	NN	19	17
spread	VBN	19	18
rudy	NNP	19	12
listened	VBD	19	19
substance	NN	19	19
pizza	VB	19	19
aspects	NNS	19	18
sell	NN	19	19
hayden	NNP	19	19
5.5	CD	19	19
warmed	VBD	19	18
are	JJ	19	19
comfortably	RB	19	19
transported	VBN	19	19
chai	NNP	19	16
rows	NNS	19	18
focus	VB	19	19
charlie	NNP	19	14
wear	JJ	19	18
intrusive	JJ	19	19
cultural	JJ	19	18
speaker	NN	19	17
pane	NNP	19	14
playground	NN	19	15
isles	NNS	19	14
place..	NNP	19	17
dancers	NNS	19	18
shoulders	NNS	19	18
dime	NN	19	19
inventive	JJ	19	19
conveyor	NN	19	14
pour	NN	19	17
joe	NN	19	19
high-end	JJ	19	19
high	NNP	19	18
honor	NN	19	15
jalapeno	NNP	19	18
gin	NN	19	17
upgrade	NN	19	19
timer	NN	19	19
nurse	NN	19	17
genuine	JJ	19	19
spam	NN	19	12
acknowledged	VBN	19	19
critical	JJ	19	19
rip	NN	19	19
seemed	NNP	19	18
kabobs	NNS	19	16
eh	JJ	19	17
dissapointed	VBN	19	19
menus	VBZ	19	19
shake	VB	19	17
conditions	NNS	19	18
2008	CD	19	18
salad	VBN	19	19
rubber	NN	19	18
chilled	VBN	19	18
social	NNP	19	14
screwed	VBD	19	16
porch	NN	19	15
married	VBN	19	18
nearby	NN	19	19
shopper	NN	19	19
croutons	NNS	19	18
overall	NNP	19	18
tell	RB	19	19
florida	NNP	19	19
ceviche	NNP	19	16
toddler	NN	19	17
november	NNP	19	19
descriptions	NNS	19	18
falls	NNS	19	19
substitute	VB	19	18
cotton	NN	19	17
crumbs	NNS	19	19
port	NN	19	16
bought	NNP	19	18
dives	NNP	19	19
expanding	VBG	19	18
frustration	NN	19	16
110	CD	19	19
yards	NNS	19	14
welcoming	NN	19	19
muscles	NNS	19	16
sending	VBG	19	18
twins	NNS	19	10
wrap	NNP	19	14
tourist	NN	19	19
confirmed	VBD	19	19
16th	JJ	19	11
decisions	NNS	19	19
forced	VBD	19	19
melon	NN	18	15
individuals	NNS	18	18
broccoli	NNP	18	14
secondly	RB	18	18
splurge	NN	18	18
asking	NN	18	18
realizing	VBG	18	18
sweeter	NN	18	18
theatre	NNP	18	13
store	VBD	18	17
pickled	VBD	18	17
tasteless	JJ	18	18
anytime	NNP	18	18
shoot	NN	18	15
edit	NN	18	18
kindness	NN	18	18
store	VB	18	18
stains	NNS	18	13
halfway	NN	18	18
dropped	VBN	18	18
relatives	NNS	18	17
alex	NNP	18	14
brain	NN	18	18
narrow	NN	18	18
outs	NNS	18	18
poppers	NNS	18	15
v	NNP	18	13
fatburger	NNP	18	9
lip	NN	18	17
fatty	RB	18	16
dept	VBD	18	14
mmmm	NNP	18	17
viewing	VBG	18	17
had	VB	18	18
squid	NN	18	15
task	NN	18	17
approximately	RB	18	18
dutch	JJ	18	14
depends	VBZ	18	18
february	NNP	18	18
jr	NNP	18	16
courts	NNS	18	14
smothered	VBD	18	18
refer	VB	18	18
lessons	NNS	18	13
cigarette	NN	18	18
coat	NN	18	16
questioned	VBD	18	15
camelview	NNP	18	13
paired	VBD	18	17
danny	NNP	18	14
tequila	NNP	18	17
succulent	NN	18	18
dislike	VBP	18	18
400	CD	18	17
venture	NN	18	17
bombers	NNS	18	17
karaoke	NNP	18	13
shady	NNP	18	9
burn	VB	18	18
dripping	VBG	18	18
crackers	NNS	18	16
covers	NNS	18	18
bocca	NNP	18	10
imo	NNP	18	18
tough	IN	18	18
filibertos	NNP	18	15
p.m.	NNP	18	12
copy	NN	18	16
apache	NNP	18	15
write	JJ	18	18
pb	NNP	18	16
croissant	JJ	18	17
win	VBP	18	16
awe	NN	18	18
organized	VBD	18	18
customize	VB	18	18
strikes	VBZ	18	18
infused	VBD	18	18
crazy	RB	18	18
shipping	NN	18	15
spirits	NNS	18	17
pillows	NNS	18	17
shipped	VBN	18	17
punk	NN	18	15
won	NN	18	16
tortillas	VBZ	18	17
colleague	NN	18	16
suites	NNP	18	10
avoid	VBP	18	18
disgusted	VBN	18	18
16th	CD	18	17
gals	NNS	18	16
smoky	NN	18	18
sol	NNP	18	12
vehicles	NNS	18	18
haircuts	NNS	18	12
peel	NN	18	13
resolve	VB	18	16
soooo	NNP	18	18
classics	NNS	18	17
coronado	NNP	18	15
rude	NNP	18	18
milk	NNP	18	17
tostada	NN	18	17
..and	JJ	18	17
repaired	VBN	18	16
unique	VBP	18	18
force	NN	18	18
ounces	NNS	18	17
uptown	NNP	18	10
dc	NNP	18	18
55	CD	18	18
4-Mar	CD	18	17
arrives	VBZ	18	18
hrs	NNS	18	18
kfc	NNP	18	13
reaction	NN	18	16
scotch	NN	18	15
10-May	CD	18	17
grandma	NNP	18	13
whatever	JJR	18	18
sticky	NN	18	18
soft	NNP	18	18
tape	NN	18	16
earn	VB	18	17
become	VBP	18	17
locked	VBD	18	14
carin	NNP	18	9
toy	NN	18	15
sport	NN	18	16
across	NN	18	18
kool-aid	JJ	18	12
attitudes	NNS	18	18
katie	NNP	18	12
cooked	NNP	18	18
before	RB	18	18
mess	VB	18	18
filiberto	NNP	18	16
tags	NNS	18	16
coated	VBN	18	17
egg	JJ	18	18
tube	NN	18	14
pointed	VBN	18	17
harkins	NNS	18	11
banh	NN	18	11
suck	NN	18	18
blended	VBD	18	18
10	CD	18	15
pulled	NNP	18	15
posh	NNP	18	12
dropout	NNP	18	14
brunch	NNP	18	18
lips	NNS	18	15
swing	VBG	18	18
teach	VB	18	18
france	NNP	18	17
u	NNP	18	13
sampling	VBG	18	18
r.	NNP	18	15
hardware	NN	18	15
melted	JJ	18	18
subpar	NN	18	18
prescriptions	NNS	18	12
ross	NNP	18	15
abundance	NN	18	18
hate	NN	18	17
marinated	VBD	18	17
book	VB	18	17
bend	NNP	18	10
go	IN	18	18
holiday	NNP	18	13
az	NN	18	17
sand	NN	18	17
3	CD	18	16
ham	NNP	18	17
claims	VBZ	18	18
utterly	RB	18	18
declined	VBD	18	18
seek	VB	18	17
rear	JJ	18	16
behavior	NN	18	17
thier	JJR	18	16
sampling	NN	18	18
paneer	NN	18	13
sipping	VBG	18	18
giants	NNPS	18	12
survive	VB	18	18
extreme	NN	18	17
dental	NN	18	14
along	JJ	18	18
120	CD	18	18
contacted	VBN	18	18
swing	NN	18	18
handing	VBG	18	18
chicken	VBD	18	18
chow	NNP	18	16
prompt	JJ	18	18
stressed	VBN	18	18
advise	VB	18	18
tottie	NNP	18	6
wondered	VBD	18	18
remain	VB	18	18
devoured	VBD	18	18
jessica	NNP	18	12
period	NNP	18	18
hungry	NNP	18	14
stoked	VBN	18	17
styrofoam	NN	18	18
rain	NN	18	16
brioche	NN	18	17
exterior	JJ	18	16
heirloom	NN	18	17
fountain	NNP	18	14
non-existent	JJ	18	16
slower	JJR	18	18
snag	VB	18	18
arriving	NN	18	18
off	JJ	18	18
stopping	NN	18	18
learn	NN	18	18
cob	NN	18	18
empanadas	NNS	18	14
nutella	NN	18	17
conditioner	NN	18	16
salmon	JJ	18	16
tomatillo	NN	18	18
pepsi	NNP	18	17
yea	NN	18	18
miso	RB	18	16
tonight	VBN	18	18
sirloin	NN	18	16
catching	VBG	18	18
opportunities	NNS	18	16
tasted	NNP	18	18
lesser	NN	18	18
commission	NN	18	16
chutney	NN	18	15
ever	VB	18	18
trial	NN	18	14
complimented	VBN	18	18
yea	NNP	18	17
comforting	VBG	18	17
so-so	-NONE-	18	18
legal	JJ	18	18
durant	NNP	18	14
awesome	VBP	18	18
tzatziki	NN	18	18
flexible	JJ	18	18
bright	NN	18	18
more	NNP	18	18
dunno	VBP	18	18
roll	VB	18	18
udon	NN	18	14
expand	VB	18	18
lousy	JJ	18	18
neatly	RB	18	18
sandwiches	NNP	18	16
out	NN	18	18
set	VBP	18	18
tired	VBD	18	17
mile	JJ	18	17
chosen	VBN	18	17
loop	NN	18	14
progress	NN	18	17
tie	NN	18	18
local	NNP	18	17
licked	VBD	18	18
arrives	NNS	18	18
hallway	NN	18	18
staples	NNS	18	18
trade	NN	18	17
series	NN	18	17
chop	NNP	18	17
planes	NNS	18	16
crowded	JJ	18	17
yelp	VB	18	17
insane	JJ	18	18
sexy	NN	18	18
melts	NNS	18	18
however	NN	18	18
fortune	NN	18	18
signing	VBG	18	17
attended	VBN	18	18
waits	NNS	18	18
atop	NN	18	18
del	NN	18	15
mondays	NNP	18	18
aftertaste	NN	18	18
wheels	NNS	18	16
sauteed	NN	18	17
margherita	NN	18	16
w.	NNP	18	17
positives	NNS	18	18
diversity	NN	18	17
dad	NNP	18	16
deserved	VBD	18	18
mai	NNP	18	12
materials	NNS	17	16
noticeable	JJ	17	17
thursdays	NNP	17	16
sp	NN	17	17
dunkin	NNP	17	14
accustomed	VBN	17	17
rita	NNP	17	10
creamed	VBN	17	15
soul	JJ	17	16
spoon	NNP	17	12
always	VBZ	17	17
strike	NN	17	13
oops	NNS	17	17
divey	NN	17	16
breading	VBG	17	17
unhealthy	JJ	17	15
hundred	VBN	17	17
crap	VBP	17	17
1000	CD	17	16
inclined	VBN	17	17
problem	NNP	17	17
fridays	NNS	17	16
sudden	JJ	17	17
centrally	RB	17	17
everyone	VBN	17	17
lie	NN	17	17
steakhouse	NNP	17	16
clean	VBP	17	17
facebook	NN	17	15
frequent	JJ	17	17
concierge	NN	17	16
luck	VBD	17	17
retail	NN	17	16
daniel	NNP	17	10
quirky	JJ	17	17
off-putting	JJ	17	17
sugar	NNP	17	14
listen	RB	17	17
pecan	NNP	17	14
rand	NNP	17	16
pear	NN	17	16
animal	NNP	17	14
lava	NN	17	14
approx	NN	17	16
commented	VBN	17	17
pj	NNP	17	14
yelled	VBD	17	16
oasis	NN	17	17
arrowhead	NNP	17	15
taxi	NN	17	10
hat	NN	17	17
uh	NNP	17	17
miller	NNP	17	14
turkey	JJ	17	17
casa	NNP	17	16
picky	NN	17	17
flavorless	JJ	17	17
associated	VBN	17	17
total	NNP	17	15
help	VBP	17	17
stamp	NN	17	14
sign	NNP	17	16
9	CD	17	15
tests	NNS	17	14
crammed	VBN	17	17
12:30	CD	17	17
mad	JJ	17	17
bothering	VBG	17	17
cole	NNP	17	15
images	NNS	17	12
quietly	RB	17	16
5:30	CD	17	16
transaction	NN	17	17
3.99	CD	17	16
bomb	NNP	17	16
putting	NN	17	17
parking	NNP	17	16
wasabi	NNP	17	14
cans	NNS	17	16
vang	NNP	17	5
savings	NNS	17	16
chilada	NNP	17	8
souffle	NN	17	15
car	NNP	17	14
chips	VBZ	17	17
burn	NN	17	17
jamba	NNP	17	15
mills	NNP	17	12
lentils	NNS	17	13
litchfield	NNP	17	12
cornish	JJ	17	13
museum	NNP	17	15
boards	NNS	17	17
andy	NNP	17	7
co	NNP	17	17
waxing	VBG	17	14
travel	VB	17	17
torn	NN	17	17
take-out	-NONE-	17	17
reserved	VBD	17	16
easter	NNP	17	15
housed	VBN	17	15
garnish	JJ	17	16
bosa	NNP	17	10
lifetime	NN	17	16
overpriced	NNP	17	17
olds	NNS	17	17
smelled	VBN	17	17
vegan	VBD	17	17
speaks	VBZ	17	16
36	CD	17	17
lady	NNP	17	16
tonight	JJ	17	16
back	VB	17	17
overlook	VB	17	17
angel	NN	17	16
competitor	NN	17	16
take-out	JJ	17	17
squash	NNP	17	14
alright	NNP	17	17
ipad	NNP	17	12
chocolate	VBP	17	17
ginger	JJR	17	16
fillet	NN	17	17
glasses	VBZ	17	17
cali	NNP	17	16
pregnant	JJ	17	17
lab	NN	17	16
phoenician	NNP	17	13
michigan	NNP	17	16
handle	NN	17	16
youre	NN	17	13
ppl	NN	17	17
variations	NNS	17	17
gary	NNP	17	10
amy	NNP	17	13
heck	NNP	17	17
dozens	NNS	17	17
fritters	NNS	17	14
fifteen	CD	17	16
storm	NN	17	16
macaroons	NNS	17	16
glad	NN	17	17
cigar	NN	17	16
cityscape	NNP	17	14
hear	JJ	17	17
wow	VB	17	17
comprehensive	JJ	17	17
curly	RB	17	16
either	VB	17	17
jen	NNP	17	12
skipped	VBD	17	16
vegans	NNS	17	16
richardson	NNP	17	13
splitting	VBG	17	17
g.	NNP	17	13
smart	NNP	17	9
alright	NN	17	16
overlooking	VBG	17	16
lindsey	NNP	17	14
causing	VBG	17	17
rowdy	NN	17	17
complement	NN	17	17
short	NNP	17	13
warn	VB	17	17
electronics	NNS	17	16
drizzled	VBD	17	17
oranges	NNS	17	16
feast	NN	17	17
quesadilla	NNP	17	15
queso	NNP	17	15
lists	NNS	17	16
hong	NNP	17	16
joking	VBG	17	17
televisions	NNS	17	16
minimum	NN	17	16
upper	JJ	17	15
kong	NNP	17	17
generously	RB	17	17
foodies	NNS	17	17
philadelphia	NNP	17	16
claim	VB	17	17
copies	NNS	17	15
breaded	VBD	17	17
once	NNP	17	16
album	NN	17	9
lap	NN	17	16
kelly	NNP	17	15
smile	VB	17	17
handful	JJ	17	17
dealt	VBN	17	17
showing	NN	17	16
inspect	VB	17	10
noodle	NNP	17	16
denver	NNP	17	14
rim	NN	17	16
theory	NN	17	16
somehow	NNP	17	17
interestingly	RB	17	17
b	NN	17	16
10:30	CD	17	16
hippies	NNS	17	15
exciting	JJ	17	17
brat	NN	17	12
leftover	NN	17	17
enjoys	NNS	17	17
selected	VBN	17	17
studios	NNS	17	14
reluctantly	RB	17	17
fries	NNP	17	15
#NAME?	DT	17	10
hookah	NN	17	8
warned	VBD	17	17
speedy	JJ	17	17
era	NN	17	17
pine	NN	17	16
complained	VBN	17	17
estate	NN	17	15
facts	NNS	17	17
drizzle	NN	17	17
young	NN	17	15
noir	NNP	17	13
reluctant	JJ	17	17
ramen	NNP	17	11
brulee	NNP	17	17
criticism	NN	17	17
tia	NNP	17	8
bumped	VBN	17	16
foreign	JJ	17	16
spaghetti	NNP	17	13
vodka	NNP	17	16
enthusiasm	NN	17	16
t.	NNP	17	12
bro	NN	17	15
100+	CD	17	15
peeps	NNS	17	17
smoky	JJ	17	17
encourage	VBP	17	17
centers	NNS	17	17
faith	NN	17	16
handy	NN	17	17
gringos	NNP	17	11
cleanest	JJS	17	17
warner	NNP	17	12
monkey	NN	17	12
sit-down	JJ	17	17
mocha	NNP	17	16
tiki	NNP	17	7
isle	NN	17	15
ceremony	NN	17	16
6	CD	17	17
stepping	VBG	17	17
co.	NNP	17	16
cottage	NN	17	16
journey	NN	17	15
takes	NNS	17	17
zero	NN	17	16
registers	NNS	17	14
cover	RB	17	17
louie	NNP	17	9
somewhat	NN	17	17
az88	NNP	17	13
comp	VB	17	17
fogo	NNP	17	11
defiantly	RB	17	15
bat	NN	17	15
mex	NNP	17	13
thrown	NN	17	17
thinking	NN	17	17
salon	NNP	17	15
drive-thru	NNP	17	17
intersection	NN	17	16
reminder	NN	17	17
hole	JJ	17	17
surprises	NNS	17	17
elite	NNP	17	12
dead	NNP	17	16
diamond	NN	17	17
leave	NN	17	16
energetic	JJ	17	17
selling	NN	17	17
weights	NNS	17	15
pure	NNP	17	13
residents	NNS	17	16
sentence	NN	17	17
pricey	NNP	17	17
citizen	NNP	17	13
lining	VBG	17	17
fiesta	NNP	17	14
atmosphere	VB	17	17
beginning	VBG	17	17
mild	VBN	17	17
hotdog	NN	17	12
vegetable	NNP	17	17
touches	NNS	17	17
jerry	NNP	17	10
dill	NN	17	13
icy	NN	17	17
watering	NN	17	17
ie	NN	17	17
51	CD	17	11
plate	JJ	17	16
melt	VB	17	17
score	VB	17	17
hoped	VBN	17	16
painted	VBN	17	16
either	VBP	17	17
saut??ed	NNP	17	16
squares	NNS	17	15
prosciutto	IN	17	17
crunchy	NN	17	16
steady	JJ	17	17
dedicated	VBN	17	17
sons	NNS	17	14
seasonings	NNS	17	17
homeless	JJ	16	14
bouncer	NN	16	14
pc	NN	16	9
nacho	NN	16	14
diced	VBN	16	15
fix	CD	16	16
movie	NNP	16	15
biscuits	VBZ	16	14
legit	JJ	16	16
louisiana	NNP	16	13
read	VBD	16	16
article	NN	16	11
proved	VBD	16	15
manicures	NNS	16	15
body	NNP	16	13
tolerable	JJ	16	15
packets	NNS	16	14
mmm	NNP	16	15
jj	NNP	16	12
mayonnaise	NN	16	15
curries	NNS	16	15
sanctuary	NNP	16	11
ulta	NNP	16	8
schnitzel	NN	16	9
hundred	CD	16	16
handmade	NN	16	16
variation	NN	16	16
pecan	JJ	16	15
crawl	NN	16	15
sunny	JJ	16	13
surf	NN	16	15
bake	VB	16	15
understanding	VBG	16	16
jalapeno	RB	16	16
spotty	JJ	16	16
silver	NNP	16	13
stella	NNP	16	15
lost	NNP	16	15
pile	JJ	16	15
responsibility	NN	16	16
rock	VB	16	16
convince	NN	16	16
counters	NNS	16	16
reduction	NN	16	13
master	NNP	16	13
anyhow	NNP	16	14
katsu	NN	16	13
ink	NN	16	13
human	JJ	16	16
raised	VBD	16	16
vibe	VBP	16	16
placing	VBG	16	16
sticker	NN	16	16
weeknight	NN	16	15
brown	VBN	16	16
sedona	NNP	16	13
instead	NN	16	16
kitchen	JJ	16	16
remotely	RB	16	16
relief	NN	16	16
seeking	VBG	16	16
buca	NNP	16	8
7am	CD	16	15
kept	NN	16	16
42	CD	16	14
glad	VBD	16	16
busier	JJR	16	16
rarity	NN	16	16
salads	NNP	16	16
oatmeal	NNP	16	14
hosting	VBG	16	16
stuffing	NN	16	14
explains	VBZ	16	16
oyster	NN	16	13
blankets	NNS	16	16
ivy	NNP	16	13
realized	VBN	16	15
fargo	NNP	16	11
bombs	NNS	16	14
sites	NNS	16	15
downer	NN	16	15
goes	NNS	16	16
never	NN	16	16
speaks	NNS	16	16
beginner	NN	16	14
takeout	NN	16	13
killed	VBD	16	15
memorabilia	NN	16	16
casual	NNP	16	16
kirin	NNP	16	14
labeled	VBN	16	15
concepts	NNP	16	16
clock	NN	16	14
links	NNS	16	13
injury	NN	16	14
golden	NN	16	16
mixed	NNP	16	16
gear	NN	16	14
baba	NN	16	15
awkwardly	RB	16	16
surprising	VBG	16	16
harder	JJR	16	15
leaf	NNP	16	14
rave	VBP	16	16
11:00	CD	16	16
piano	NN	16	16
overheard	VBP	16	16
perform	NN	16	16
quality	NNP	16	15
intended	VBD	16	16
pull	JJ	16	16
limits	NNS	16	15
mats	NNS	16	13
coffee	VB	16	15
chew	VB	16	16
reads	NNS	16	15
excuses	NNS	16	16
someplace	NN	16	15
shakes	VBZ	16	15
distinct	JJ	16	15
singles	NNS	16	16
comped	VBN	16	15
umbrella	NN	16	14
shady	JJ	16	14
calming	VBG	16	16
september	NNP	16	14
runner	NN	16	15
truth	NNP	16	15
****	-NONE-	16	9
looked	NNP	16	16
spicier	JJR	16	15
gourmet	NNP	16	16
mechanical	JJ	16	14
pillow	NN	16	15
hidden	NNP	16	15
mattress	NN	16	6
tostadas	NNS	16	14
schedule	VB	16	13
chefs	VBZ	16	15
prosciutto	NNP	16	14
hamburger	NNP	16	13
summary	NN	16	16
scent	NN	16	15
slip	NN	16	15
spending	VBG	16	15
imagination	NN	16	16
iron	NNP	16	11
roses	NNS	16	12
themselves	NNS	16	16
network	NNP	16	14
whoa	NNP	16	14
calling	NN	16	16
buttons	NNS	16	14
residential	JJ	16	16
sound	VBP	16	16
less	NN	16	16
drunken	VBN	16	16
kiddos	NNS	16	16
chad	NNP	16	9
sincerely	RB	16	16
van	NN	16	11
frys	NNS	16	12
understandable	JJ	16	16
train	VB	16	16
joey	NNP	16	8
loose	JJ	16	16
alterations	NNS	16	15
atrocious	JJ	16	15
heartbeat	NN	16	16
spread	VB	16	16
aggressive	JJ	16	16
lenny	NNP	16	10
hmm	NNP	16	16
barbeque	NN	16	13
reply	NN	16	13
busy	NNP	16	15
tapas	NNP	16	12
guns	NNS	16	15
finish	VBP	16	16
judge	NN	16	16
k.	NNP	16	13
steakhouses	NNS	16	15
kicked	VBN	16	16
.they	JJ	16	16
avoid	JJ	16	16
offensive	JJ	16	16
nonsense	NN	16	15
hairs	NNS	16	14
fig	NN	16	15
fairness	NN	16	16
easiest	JJS	16	15
hung	JJ	16	16
international	NNP	16	15
tennis	NNS	16	15
satisfying	NN	16	15
squeeze	VB	16	16
cesar	NNP	16	14
95	CD	16	15
dosa	NN	16	5
discussing	VBG	16	15
flavoring	VBG	16	14
pan	JJ	16	15
expired	VBN	16	14
labor	NN	16	11
prime	NN	16	15
improvements	NNS	16	15
costumes	NNS	16	12
catering	NN	16	16
anticipation	NN	16	16
peeve	NN	16	15
taylor	NNP	16	13
em	PRP	16	15
hill	NN	16	16
outlets	NNS	16	16
applebee	NNP	16	13
quit	NN	16	16
essence	NN	16	15
downhill	RB	16	16
teenage	NN	16	16
souper	NNP	16	7
apologies	NNS	16	16
anthony	NNP	16	15
prep	NN	16	16
science	NN	16	16
appreciation	NN	16	15
electric	NNP	16	9
three	NNP	16	16
delicious	VBZ	16	16
simplicity	NN	16	16
20+	CD	16	16
lease	NN	16	15
title	NN	16	16
avoided	VBN	16	16
cleaner	JJR	16	14
grow	VB	16	16
dutch	NNP	16	14
flowing	VBG	16	16
behind	NN	16	15
yuck	NN	16	16
mojito	NNP	16	14
sisters	NNS	16	16
in-n-out	IN	16	16
sleeping	VBG	16	16
stingray	NNP	16	12
secretly	RB	16	16
oreganos	NNP	16	13
10-Jan	CD	16	16
backwards	NNS	16	15
stress	NN	16	16
sushi	VBP	16	16
rama	NNP	16	7
cobbler	NN	16	15
minus	CC	16	16
ribeye	NNP	16	13
haha	NNP	16	16
parks	NNS	16	16
oriental	NNP	16	10
painted	VBD	16	16
adjusted	VBN	16	16
what	NNP	16	16
bros	NNP	16	12
caramelized	VBN	16	16
fits	NNS	16	16
stream	NN	16	16
mochi	NN	16	15
technology	NN	16	15
requirements	NNS	16	16
someday	NN	16	16
plus	VBZ	16	16
copper	NN	16	16
ohio	NNP	16	13
found	NN	16	16
lettuce	NNP	16	15
featured	VBD	16	16
pairing	VBG	16	12
fundido	NN	16	14
tastiest	JJS	16	16
chalkboard	NN	16	15
smoke	VB	16	16
messing	VBG	16	15
dimly	RB	16	16
availability	NN	16	16
n	VBP	16	14
complimented	VBD	16	16
oven	VBN	16	16
jus	VBZ	16	13
rubbery	JJ	16	16
28	CD	16	15
kicker	NN	16	16
dressed	VBD	16	16
piper	NNP	16	10
crust	RB	16	15
century	NN	16	16
respectful	JJ	16	16
mamma	NNP	16	10
gave	NNP	16	16
word	NNP	16	16
thickness	NN	16	15
stacked	VBN	16	15
marvelous	JJ	16	16
suspect	VBP	16	14
closes	VBZ	16	15
manage	VB	16	16
ben	NNP	16	13
cheba	NNP	16	8
anymore	JJ	16	16
professionals	NNS	16	15
screwed	VBN	16	16
with	NNP	16	16
sex	NN	16	10
betty	NNP	16	16
favorites	VBZ	16	16
crossed	VBN	16	16
bitch	NN	16	15
happen	VBN	16	16
licking	VBG	16	16
western	NN	16	16
accommodated	VBD	16	16
church	NNP	16	10
mixing	VBG	16	15
wear	VBP	16	15
zero	CD	16	16
till	IN	16	16
hurt	VBN	16	16
arizona	NN	16	16
education	NN	16	13
michelle	NNP	16	11
duh	NN	16	16
bed	NNP	16	16
games	VBZ	16	16
melting	VBG	16	16
ave	NN	16	16
kick	VBP	16	15
directed	VBN	16	15
e	NN	16	14
rode	VBP	16	16
supplies	VBZ	16	16
